day,open,high,low,close,volume,stock
97,189.98274075947663,190.48054459096716,189.98274075947663,190.3835567691367,33,DSM
98,190.41755491801982,190.61993712416876,189.76629632079826,189.93187616476337,31,DSM
99,189.7668426202074,189.8746340467846,189.15876522751785,189.63281139523883,24,DSM
0,140.0,144.6876870143422,139.76087935511615,143.4322540095327,30446,SHOP
1,143.20503861828695,143.20503861828695,139.77261514733382,140.3831189476417,7061,SHOP
2,140.20857258485063,140.7816777949387,137.1129265743773,137.685059152338,91633,SHOP
3,137.83306928170248,140.46241494842965,137.5742993807855,138.77635822405324,73655,SHOP
4,138.73478407792953,140.32734686692967,138.4182065937242,138.91497412230433,76879,SHOP
5,138.86615506832965,142.11524105250555,138.4828180372881,141.8456651761285,5220,SHOP
6,141.92186611023186,145.06445988047122,141.86367740777962,143.08547575026577,7696,SHOP
7,143.07098164421328,143.43486366211323,140.11396270372987,142.1112215053083,6478,SHOP
8,142.15638855492003,142.56752960108412,138.1063756993093,138.24436045166502,8968,SHOP
9,138.11563011174684,138.85655829941484,136.46755826254318,138.78634809904756,7706,SHOP
10,138.69339139877968,139.608915328324,137.21585770887222,138.72831365665803,7936,SHOP
11,138.7546069217355,141.82318007848284,137.3919775730447,141.82318007848284,33321,SHOP
12,141.79040715810405,143.10580479424786,140.78889950811697,142.69618050041748,41163,SHOP
13,142.71818247099637,142.8117395905993,140.46213296720418,141.91991638109005,2684,SHOP
14,142.10354190305716,142.4427282078341,138.68594868277054,140.8559743322959,2664,SHOP
15,140.74295752473742,140.74295752473742,136.72023264392013,137.99368949817386,80049,SHOP
16,137.94524058536052,138.12933577029068,135.50808244473143,135.83472364962626,1548,SHOP
17,135.8581074884776,136.86204740969131,134.41213818936637,135.49140041043856,698,SHOP
18,135.5727009169609,139.18168197962842,135.5727009169609,139.0811265523481,821,SHOP
19,138.98011769989617,139.34975254565245,136.47535030149245,137.23049774387286,816,SHOP
20,137.34230815658833,139.59147379514442,136.00734775101526,136.00734775101526,822,SHOP
21,135.92942519287718,135.95318017542712,133.51464479971594,134.77289729505864,2883,SHOP
22,134.83375590726075,135.47467785235574,133.6674833866008,133.75136528411693,146,SHOP
23,133.72126573324036,135.5757414164365,133.327825177195,135.33395517238995,180,SHOP
24,135.28423095420413,136.98651652042267,135.12245608760338,135.94367630513196,201,SHOP
25,136.14604903233536,136.78810572243455,135.2579168302643,135.4970368420363,99837,SHOP
26,135.58112960698767,137.39443351824286,135.58112960698767,136.0413832153231,77825,SHOP
27,136.10666186002356,136.44091959527395,134.14703394092717,135.25189470550077,40186,SHOP
28,135.28894842674137,135.74234696121994,133.65003044154076,134.85625120811406,2364,SHOP
29,135.02687745452326,136.5930223748088,133.55336338363372,136.07927486165153,6084,SHOP
30,136.1130618690769,136.44405056556482,133.65074236900497,134.7719407769785,47918,SHOP
31,134.72334125386,137.189302806654,133.8064535004665,136.8675431257903,6243,SHOP
32,137.01839238621253,139.7804033495253,137.01839238621253,138.84752533223414,246,SHOP
33,138.83440729273684,141.4200008561843,138.81499535369727,140.27270979913285,85939,SHOP
34,140.2269029305362,141.87444990062306,139.63180344388152,139.89796064797684,97353,SHOP
35,139.9224669120859,141.19572804182505,138.38710282581954,139.6703824295561,72422,SHOP
36,139.7254443517036,140.45351976443115,137.29483230134787,138.1472517672914,2714,SHOP
37,138.2500701876442,138.83552152629966,136.88729925326186,138.23944082912172,3144,SHOP
38,138.19355328516798,138.2263448046254,134.77198988253943,136.57268352252493,2930,SHOP
39,136.55752098527466,136.65340455359086,134.3156397137931,134.68142585910584,2853,SHOP
40,134.76129253854808,139.0725735969815,134.1786697777462,137.36218500256692,2919,SHOP
41,137.34953439756018,138.2039521544551,136.29337725970626,137.88853412777405,2939,SHOP
42,137.948185313577,138.0617762951064,134.03870501756074,135.45422868283637,2658,SHOP
43,135.31708953716128,138.26719327288203,135.31708953716128,137.97035318972559,91199,SHOP
44,138.019251738871,138.87631333232991,137.13773912004896,138.16132690232808,4575,SHOP
45,138.34581903088414,140.43855983094323,137.50004199908574,140.43855983094323,69693,SHOP
46,140.32000212738504,141.92958431766118,139.5172350186694,140.9732407829296,76731,SHOP
47,141.00482189617233,142.5802608467519,140.20005043362409,141.94993647752335,3998,SHOP
48,141.8958307224324,142.33998739908765,139.9107069432533,140.6597958012579,75738,SHOP
49,140.69999991622575,141.5342334313441,138.6278969867018,139.79056336458336,3854,SHOP
50,139.66044856449506,143.20532341453838,139.63408929698383,140.77665452982401,3753,SHOP
51,140.8028881539559,140.87879614368154,138.1861347745649,140.07421207021707,4444,SHOP
52,140.08799963283244,140.67141147103248,138.05626153053768,139.39917375467158,5702,SHOP
53,139.49576075211877,140.00645269301143,137.06153699201943,137.42002804356096,4049,SHOP
54,137.45769108948085,137.77982479432168,134.57878631574306,134.74876664055347,1196,SHOP
55,134.69023097655594,139.43215516277846,134.14620797104428,139.43215516277846,75911,SHOP
56,139.53299966253786,141.34920274310238,139.09355356730438,140.7135039828993,1000,SHOP
57,140.5911543523198,140.84687797392766,138.51084424504367,139.52541533559528,1201,SHOP
58,139.26068889098306,139.70925839680055,137.43359886413867,138.19035276984343,1345,SHOP
59,138.33315683867465,138.33315683867465,135.28815731981146,136.49426662313428,5138,SHOP
60,136.58176796241966,137.64121664540005,134.75900213570495,135.54010520771988,69891,SHOP
61,135.57230873144152,136.72834213000212,135.57230873144152,136.72834213000212,168,SHOP
62,136.676730104039,136.676730104039,134.28962546645766,134.28962546645766,169,SHOP
