day,open,high,low,close,volume,stock
29,160.2492488182162,161.24856777781693,157.99299784826428,158.4555991410535,74935,AAPL
30,158.5674433294918,159.58152755013558,157.2173896177166,157.2173896177166,68961,AAPL
31,157.1643194089123,157.82516320349498,155.2094200985615,155.2094200985615,12553,AAPL
32,155.0773022549129,155.3827811884782,151.5835480915163,151.74652920082886,6122,AAPL
33,151.91351336624962,157.16373243427748,149.179188144324,157.16373243427748,93611,AAPL
34,157.17645206507032,158.30176353907964,156.5967191152646,157.32978420098854,10611,AAPL
35,157.504764282064,159.12918601784924,156.8925976083927,158.78947625676145,115784,AAPL
36,158.76038498559592,159.67477010221015,156.5943434820877,157.31545193970882,84384,AAPL
37,157.28539883490544,158.96567506323493,156.69326946791887,158.5952619506369,81362,AAPL
38,158.49801896684255,160.36730765271818,158.064772015654,158.62793316552774,2693,AAPL
39,158.7327304434111,160.07493459545418,156.90231795356408,159.22502208922197,3081,AAPL
40,159.13504731649925,159.4290623190212,157.02380554785796,158.91204449367453,58939,AAPL
41,158.99753003572397,162.68210599287065,158.94247244477015,161.3371380609357,1634,AAPL
42,161.18305914820684,161.81056371719876,159.7870254571867,159.89545877102117,1680,AAPL
43,159.90846375843765,160.22007178518646,155.85975836418052,157.35081039822208,37436,AAPL
44,157.36742026059574,158.98051483223915,156.6839900597968,158.58996855047954,78964,AAPL
45,158.61576066619097,158.61576066619097,154.89970440778725,155.02127968874095,7161,AAPL
46,154.98131205811592,156.38071442423393,154.91298601033418,156.1686144466734,108,AAPL
47,156.11668392113128,156.6285920183662,155.38711166298634,155.6357636247423,154,AAPL
48,155.505383909128,157.07181453683555,154.15574327389555,156.83257131542823,5400,AAPL
49,156.79155134540215,157.83143763723737,156.75571167110039,157.23230529150615,328,AAPL
50,157.43510722340764,157.43510722340764,157.43510722340764,157.43510722340764,0,AAPL
51,157.43510722340764,158.18351463415652,156.09617931013057,156.09617931013057,1428,AAPL
52,155.62715606420312,155.62715606420312,155.62715606420312,155.62715606420312,0,AAPL
53,155.67013798674208,155.67013798674208,155.67013798674208,155.67013798674208,0,AAPL
54,155.90550765875074,155.90550765875074,155.90550765875074,155.90550765875074,0,AAPL
55,155.90550765875074,157.09543984942394,154.8692040767044,155.60561555077706,5717,AAPL
56,155.3138090950553,155.3138090950553,155.3138090950553,155.3138090950553,0,AAPL
57,155.2398262213542,155.2398262213542,155.2398262213542,155.2398262213542,0,AAPL
58,155.2398262213542,156.82011695287613,155.19487435233918,156.59750819549197,4652,AAPL
