day,strategy,stock,profit
22,momentum,MSFT,1075174.4626764595
22,momentum,DSM,6675863.914761695
22,momentum,SHOP,7330033.965926386
22,evolving,AAPL,9334759.696859742
22,evolving,MSFT,7194860.75005416
22,evolving,DSM,4896976.341330808
22,evolving,SHOP,6167128.670286872
22,noise,AAPL,1210643.6048302304
22,noise,MSFT,1106029.3589563644
22,noise,DSM,959613.4751270179
22,noise,SHOP,730743.6404127731
22,arbitrage,AAPL,4869426.671307998
22,arbitrage,MSFT,3913561.203364914
22,arbitrage,DSM,4866845.133238047
22,arbitrage,SHOP,3999367.298215188
22,risk_averse,AAPL,848793.1359805096
22,risk_averse,MSFT,708871.4632510041
22,risk_averse,DSM,9567149.839137586
22,risk_averse,SHOP,3689820.8155883816
22,mean_reversion,AAPL,4867789.338869764
22,mean_reversion,MSFT,3949163.0067647975
22,mean_reversion,DSM,4852107.0423231255
22,mean_reversion,SHOP,4066223.989927246
22,contrarian,AAPL,10679828.294869011
22,contrarian,MSFT,8737473.705517953
22,contrarian,DSM,1326428.182342818
22,contrarian,SHOP,1083078.4057353032
22,hft,AAPL,17355.723845280558
22,hft,MSFT,14240.721359953173
22,hft,DSM,15556.873743526894
22,hft,SHOP,7889.0896220226205
23,momentum,AAPL,1319455.9363428147
23,momentum,MSFT,1054816.7091319128
23,momentum,DSM,6708560.795917055
23,momentum,SHOP,7417179.601778427
23,evolving,AAPL,9287015.042317921
23,evolving,MSFT,7058630.578094652
23,evolving,DSM,4920960.630929448
23,evolving,SHOP,6240448.705617059
23,noise,AAPL,1208361.0044186276
23,noise,MSFT,1088580.1578789714
23,noise,DSM,960364.0396637545
23,noise,SHOP,739431.3381075659
23,arbitrage,AAPL,4844520.93170799
23,arbitrage,MSFT,3839460.378591591
23,arbitrage,DSM,4890681.846951056
23,arbitrage,SHOP,4046915.1551322388
23,risk_averse,AAPL,844451.799259388
23,risk_averse,MSFT,695449.4270656324
23,risk_averse,DSM,9614007.588977886
23,risk_averse,SHOP,3733688.5224297447
23,mean_reversion,AAPL,4842891.973761882
23,mean_reversion,MSFT,3874388.084191987
23,mean_reversion,DSM,4875871.572179005
23,mean_reversion,SHOP,4114566.6956727295
23,contrarian,AAPL,10625203.995040977
23,contrarian,MSFT,8572035.125572452
23,contrarian,DSM,1332924.7294853472
23,contrarian,SHOP,1095954.9567559448
23,hft,AAPL,13194.559363427998
23,hft,MSFT,11901.29227865305
23,hft,DSM,19253.35720367685
23,hft,SHOP,7982.88178377803
24,momentum,AAPL,1306833.0618837816
24,momentum,MSFT,1076295.4250360546
24,momentum,DSM,7099373.518680667
24,momentum,SHOP,7463390.261903603
24,evolving,AAPL,7021565.64027725
24,evolving,MSFT,7202362.014605542
24,evolving,DSM,4683437.106807992
24,evolving,SHOP,6279328.073469333
24,noise,AAPL,989966.3787307374
24,noise,MSFT,1105598.5381533215
24,noise,DSM,905872.4982253228
24,noise,SHOP,743902.0119126849
24,arbitrage,AAPL,4798174.723509175
24,arbitrage,MSFT,3917641.429368486
24,arbitrage,DSM,4929060.902097588
24,arbitrage,SHOP,4072128.326557135
24,risk_averse,AAPL,836373.1596056274
24,risk_averse,MSFT,709610.5230554201
24,risk_averse,DSM,9689452.391764693
24,risk_averse,SHOP,3756950.223047295
24,mean_reversion,AAPL,4796561.349358702
24,mean_reversion,MSFT,3953280.350727296
24,mean_reversion,DSM,4914134.40542232
24,mean_reversion,SHOP,4140201.3510733023
24,contrarian,AAPL,12906993.203790668
24,contrarian,MSFT,8746583.277482321
24,contrarian,DSM,1343384.7007735372
24,contrarian,SHOP,1102782.9971619202
24,hft,AAPL,13068.33061883806
24,hft,MSFT,14783.552563654765
24,hft,DSM,19404.445677840416
24,hft,SHOP,8168.762941940122
25,momentum,AAPL,1286652.5135539235
25,momentum,MSFT,1069384.7488299676
25,momentum,DSM,1347735.520970833
25,momentum,SHOP,1282190.742693269
25,evolving,AAPL,5343420.2349925935
25,evolving,MSFT,4812759.4609689005
25,evolving,DSM,5176023.015370123
25,evolving,SHOP,5276546.4020447405
25,noise,AAPL,896367.9177759
25,noise,MSFT,896038.8012727203
25,noise,DSM,1847771.681923497
25,noise,SHOP,1444752.5170920517
25,arbitrage,AAPL,4724079.722604137
25,arbitrage,MSFT,3918436.956206652
25,arbitrage,DSM,4943803.959917746
25,arbitrage,SHOP,4055231.5865449607
25,risk_averse,AAPL,823457.608674511
25,risk_averse,MSFT,709754.6184827051
25,risk_averse,DSM,1286353.8365425265
25,risk_averse,SHOP,741086.4544317853
25,mean_reversion,AAPL,4722491.262710859
25,mean_reversion,MSFT,3954083.114500983
25,mean_reversion,DSM,4928832.817374256
25,mean_reversion,SHOP,4123022.151348456
25,contrarian,AAPL,14355706.285485836
25,contrarian,MSFT,11356337.941340383
25,contrarian,DSM,14134255.675311284
25,contrarian,SHOP,10518926.359428523
25,hft,AAPL,12866.525135539203
25,hft,MSFT,14786.554551723173
25,hft,DSM,18630.755165235154
25,hft,SHOP,11931.139405414915
26,momentum,AAPL,1300835.8518568194
26,momentum,MSFT,1082587.2193690627
26,momentum,DSM,12651924.38263225
26,momentum,SHOP,4489069.9214673005
26,evolving,AAPL,5429464.009824149
26,evolving,MSFT,4872177.098133371
26,evolving,DSM,7314547.00843836
26,evolving,SHOP,6695631.123541951
26,noise,AAPL,878786.8865877292
26,noise,MSFT,908036.7368386938
26,noise,DSM,1527935.8632346373
26,noise,SHOP,1126963.1602010028
26,arbitrage,AAPL,4776155.337558267
26,arbitrage,MSFT,3966813.4161572726
26,arbitrage,DSM,5024925.73368739
26,arbitrage,SHOP,4070950.256233309
26,risk_averse,AAPL,832534.9451883755
26,risk_averse,MSFT,718517.1470775409
26,risk_averse,DSM,1307461.329024392
26,risk_averse,SHOP,5915876.057745925
26,mean_reversion,AAPL,4774549.367370789
26,mean_reversion,MSFT,4002899.656802908
26,mean_reversion,DSM,5009708.933013367
26,mean_reversion,SHOP,4139003.5871633193
26,contrarian,AAPL,14514276.763365932
26,contrarian,MSFT,11496541.658726983
26,contrarian,DSM,1383883.483520591
26,contrarian,SHOP,1110630.3607778135
26,hft,AAPL,13008.358518568217
26,hft,MSFT,16572.940148365957
26,hft,DSM,13695.12060661783
26,hft,SHOP,11977.386243682071
27,momentum,AAPL,11804861.781631421
27,momentum,MSFT,1092055.0568957352
27,momentum,DSM,1398831.8949739803
27,momentum,SHOP,1095975.7712050565
27,evolving,AAPL,7751681.555461778
27,evolving,MSFT,4914787.042478719
27,evolving,DSM,6179101.50742757
27,evolving,SHOP,5920785.538947937
27,noise,AAPL,880783.2988272173
27,noise,MSFT,915978.0316727948
27,noise,DSM,1982434.627805472
27,noise,SHOP,1055930.2424707226
27,arbitrage,AAPL,4690151.353110278
27,arbitrage,MSFT,4001505.4430451198
27,arbitrage,DSM,5087906.488633728
27,arbitrage,SHOP,4046492.4474438354
27,risk_averse,AAPL,817543.5310868928
27,risk_averse,MSFT,724800.9859100585
27,risk_averse,DSM,1323848.6163056747
27,risk_averse,SHOP,5880334.143368323
27,mean_reversion,AAPL,4688574.301545682
27,mean_reversion,MSFT,4037907.278274975
27,mean_reversion,DSM,5072498.965619691
27,mean_reversion,SHOP,4114136.921657204
27,contrarian,AAPL,1281827.5117041334
27,contrarian,MSFT,11597085.41778491
27,contrarian,DSM,13604671.626690203
27,contrarian,SHOP,5267339.918046748
27,hft,AAPL,18609.208462239974
27,hft,MSFT,16043.771823530014
27,hft,DSM,14551.549513252547
27,hft,SHOP,14475.917481661327
28,momentum,AAPL,11995297.271038752
28,momentum,MSFT,6344294.57717586
28,momentum,DSM,7781803.440065427
28,momentum,SHOP,1093852.7342590834
28,evolving,AAPL,7876731.327161724
28,evolving,MSFT,6081209.337808622
28,evolving,DSM,7662399.201745721
28,evolving,SHOP,5909316.264919723
28,noise,AAPL,893549.8114103617
28,noise,MSFT,774661.9831896691
28,noise,DSM,1500593.0924654594
28,noise,SHOP,1052129.4291256454
28,arbitrage,AAPL,4765812.659853721
28,arbitrage,MSFT,3937655.0198782347
28,arbitrage,DSM,5084088.772010228
28,arbitrage,SHOP,4038653.904664823
28,risk_averse,AAPL,830732.1058736207
28,risk_averse,MSFT,4659514.216750176
28,risk_averse,DSM,6133238.046530358
28,risk_averse,SHOP,5868943.228560845
28,mean_reversion,AAPL,4764210.167365539
28,mean_reversion,MSFT,3973476.0055712
28,mean_reversion,DSM,5068692.810049227
28,mean_reversion,SHOP,4106167.34339208
28,contrarian,AAPL,1302505.8943944308
28,contrarian,MSFT,1077946.3287234316
28,contrarian,DSM,1392479.2262504182
28,contrarian,SHOP,5257136.44681441
28,hft,AAPL,20351.65459991346
28,hft,MSFT,15787.767768379916
28,hft,DSM,14540.630740944423
28,hft,SHOP,14987.98339745208
29,momentum,AAPL,1287250.5049488326
29,momentum,MSFT,1086660.6327352475
29,momentum,DSM,7809963.474038794
29,momentum,SHOP,1102515.801139525
29,evolving,AAPL,8858845.92393214
29,evolving,MSFT,6830419.635929379
29,evolving,DSM,7690127.147266358
29,evolving,SHOP,5432952.864504185
29,noise,AAPL,934596.5109840239
29,noise,MSFT,1252776.0210367364
29,noise,DSM,1507568.460442618
29,noise,SHOP,870443.0306527473
29,arbitrage,AAPL,4715795.764619139
29,arbitrage,MSFT,3869940.9142766735
29,arbitrage,DSM,5102486.57833443
29,arbitrage,SHOP,4071141.680504096
29,risk_averse,AAPL,822013.6262200848
29,risk_averse,MSFT,750127.0242531627
29,risk_averse,DSM,6155432.412282099
29,risk_averse,SHOP,5916154.234139426
29,mean_reversion,AAPL,4714210.090185845
29,mean_reversion,MSFT,3905145.902378247
29,mean_reversion,DSM,5087034.902962619
29,mean_reversion,SHOP,4139198.211438635
29,contrarian,AAPL,10756739.653142791
29,contrarian,MSFT,8693676.228416342
29,contrarian,DSM,1397518.1947389897
29,contrarian,SHOP,6016333.447675067
29,hft,AAPL,19186.660642868505
29,hft,MSFT,13038.884482064246
29,hft,DSM,13734.822552717158
29,hft,SHOP,12386.288630085997
30,momentum,AAPL,6551394.6545605175
30,momentum,MSFT,8071061.59114599
30,momentum,DSM,7721345.469637127
30,momentum,SHOP,1091259.064156257
30,evolving,AAPL,8797587.107552754
30,evolving,MSFT,7812436.600765083
30,evolving,DSM,7602868.900329403
30,evolving,SHOP,5254345.032241817
30,noise,AAPL,878862.8741346475
30,noise,MSFT,1201790.959914105
30,noise,DSM,1491650.5602807421
30,noise,SHOP,778835.635788559
30,arbitrage,AAPL,4674066.8592210775
30,arbitrage,MSFT,3934387.347259078
30,arbitrage,DSM,5044589.741868879
30,arbitrage,SHOP,4029575.136902989
30,risk_averse,AAPL,4955233.82664359
30,risk_averse,MSFT,762618.9490829327
30,risk_averse,DSM,6085588.022046608
30,risk_averse,SHOP,728179.6594771063
30,mean_reversion,AAPL,4672495.216026987
30,mean_reversion,MSFT,3970178.6068197205
30,mean_reversion,DSM,5029313.393390813
30,mean_reversion,SHOP,4096936.807529915
30,contrarian,AAPL,1275859.9449615497
30,contrarian,MSFT,1077979.7138783997
30,contrarian,DSM,1381660.8512386403
30,contrarian,SHOP,11288334.040319668
30,hft,AAPL,19016.882648478386
30,hft,MSFT,12593.220956523164
30,hft,DSM,14597.399656821135
30,hft,SHOP,12259.824054101262
31,momentum,AAPL,7545286.14121279
31,momentum,MSFT,1102627.5998828898
31,momentum,DSM,7785093.157892868
31,momentum,SHOP,1109552.833161289
31,evolving,AAPL,7622824.792340291
31,evolving,MSFT,8699760.310948716
31,evolving,DSM,7665638.442038568
31,evolving,SHOP,4827376.715239211
31,noise,AAPL,847032.2249163414
31,noise,MSFT,1102763.542134128
31,noise,DSM,1502425.4304933331
31,noise,SHOP,756961.599512262
31,arbitrage,AAPL,4611998.96906112
31,arbitrage,MSFT,4034766.0170785137
31,arbitrage,DSM,5086238.044681834
31,arbitrage,SHOP,4097126.5728216115
31,risk_averse,AAPL,4889432.262795144
31,risk_averse,MSFT,782075.7714370881
31,risk_averse,DSM,6135830.841721974
31,risk_averse,SHOP,740386.7979304696
31,mean_reversion,AAPL,4610448.196038579
31,mean_reversion,MSFT,4071470.424915814
31,mean_reversion,DSM,5070835.574156217
31,mean_reversion,SHOP,4165617.488448854
31,contrarian,AAPL,1256126.1482648142
31,contrarian,MSFT,7719752.621692591
31,contrarian,DSM,1393067.8897614416
31,contrarian,SHOP,12027552.711468585
31,hft,AAPL,18764.35357284446
31,hft,MSFT,13050.45611993038
31,hft,DSM,14033.362034451864
31,hft,SHOP,12465.346644157935
32,momentum,AAPL,7997334.997652876
32,momentum,MSFT,8830709.597892711
32,momentum,DSM,7813784.486838165
32,momentum,SHOP,1124558.699071165
32,evolving,AAPL,6868009.939288121
32,evolving,MSFT,7045913.5243442925
32,evolving,DSM,7693889.530324299
32,evolving,SHOP,4892663.347403284
32,noise,AAPL,823067.4154183393
32,noise,MSFT,1474431.8668066065
32,noise,DSM,1506244.804684191
32,noise,SHOP,766504.7626631992
32,arbitrage,AAPL,4517907.887512313
32,arbitrage,MSFT,3994626.910709282
32,arbitrage,DSM,5104982.962163788
32,arbitrage,SHOP,4152537.1221257253
32,risk_averse,AAPL,4789681.162924511
32,risk_averse,MSFT,774295.4385886202
32,risk_averse,DSM,6158443.948265738
32,risk_averse,SHOP,750399.9714172417
32,mean_reversion,AAPL,4516388.75237865
32,mean_reversion,MSFT,4030966.1716894503
32,mean_reversion,DSM,5089523.727083209
32,mean_reversion,SHOP,4221954.325772095
32,contrarian,AAPL,1230499.4582666357
32,contrarian,MSFT,1090716.1888270788
32,contrarian,DSM,1398201.928398826
32,contrarian,SHOP,12190216.297931457
32,hft,AAPL,18381.5351173162
32,hft,MSFT,11036.368149533677
32,hft,DSM,14085.080851192126
32,hft,SHOP,13189.26869281
33,momentum,AAPL,1306607.846016915
33,momentum,MSFT,8699873.839307988
33,momentum,DSM,8855315.55425781
33,momentum,SHOP,5242382.766058096
33,evolving,AAPL,8902317.0685136
33,evolving,MSFT,6941521.297348181
33,evolving,DSM,6617299.157350896
33,evolving,SHOP,5911545.546842676
33,noise,AAPL,1444765.9473821237
33,noise,MSFT,1452719.2858540849
33,noise,DSM,1171582.435336645
33,noise,SHOP,759328.6793688484
33,arbitrage,AAPL,4674427.684415242
33,arbitrage,MSFT,3935442.5341501576
33,arbitrage,DSM,4992032.971785751
33,arbitrage,SHOP,4194186.6666522943
33,risk_averse,AAPL,863841.7805496183
33,risk_averse,MSFT,762823.480423375
33,risk_averse,DSM,6022185.670842282
33,risk_averse,SHOP,6865509.167479041
33,mean_reversion,AAPL,4672855.919894589
33,mean_reversion,MSFT,3971243.3927829284
33,mean_reversion,DSM,4976915.7790717315
33,mean_reversion,SHOP,4264300.118117565
33,contrarian,AAPL,9946283.063129734
33,contrarian,MSFT,1074556.14207388
33,contrarian,DSM,1360547.3442619017
33,contrarian,SHOP,1143410.166495575
33,hft,AAPL,13359.998425530977
33,hft,MSFT,9944.68295354658
33,hft,DSM,13773.442250552736
33,hft,SHOP,13321.555778400936
34,momentum,AAPL,1275788.5906847373
34,momentum,MSFT,8558155.801799573
34,momentum,DSM,9036373.534141848
34,momentum,SHOP,1133511.9044548073
34,evolving,AAPL,8113700.427226152
34,evolving,MSFT,6828446.235139989
34,evolving,DSM,6752598.098464615
34,evolving,SHOP,8881998.354645405
34,noise,AAPL,1148367.2363805356
34,noise,MSFT,1428402.7949994956
34,noise,DSM,1204449.86389254
34,noise,SHOP,1441481.2541283078
34,arbitrage,AAPL,4684191.689748596
34,arbitrage,MSFT,3871335.490419596
34,arbitrage,DSM,5094101.31704657
34,arbitrage,SHOP,4185080.9853405273
34,risk_averse,AAPL,850525.7271231564
34,risk_averse,MSFT,750397.3408485197
34,risk_averse,DSM,6145316.7738920245
34,risk_averse,SHOP,762857.2896046967
34,mean_reversion,AAPL,4682616.642105777
34,mean_reversion,MSFT,3906553.1650292063
34,mean_reversion,DSM,5078675.034457938
34,mean_reversion,SHOP,4255042.21879657
34,contrarian,AAPL,11122356.434542239
34,contrarian,MSFT,1057051.981615922
34,contrarian,DSM,1388365.4329770424
34,contrarian,SHOP,7661174.830837438
34,hft,AAPL,13387.90496397544
34,hft,MSFT,12782.711524970391
34,hft,DSM,8741.560133559065
34,hft,SHOP,12732.944488999816
35,momentum,AAPL,12759095.8601374
35,momentum,MSFT,1063431.4538026205
35,momentum,DSM,1401203.2226603907
35,momentum,SHOP,6463699.055709814
35,evolving,AAPL,5569155.544909696
35,evolving,MSFT,7800596.378374405
35,evolving,DSM,8234058.295729727
35,evolving,SHOP,6702350.114662549
35,noise,AAPL,2191052.0731862206
35,noise,MSFT,1159987.7762796234
35,noise,DSM,1037063.3728208657
35,noise,SHOP,1140439.0767986025
35,arbitrage,AAPL,4721533.849471655
35,arbitrage,MSFT,3893738.656410215
35,arbitrage,DSM,5141204.910798375
35,arbitrage,SHOP,4179188.040559467
35,risk_averse,AAPL,857306.0789222141
35,risk_averse,MSFT,708429.5399129145
35,risk_averse,DSM,6202140.634820081
35,risk_averse,SHOP,4411830.905405046
35,mean_reversion,AAPL,4719946.2456217995
35,mean_reversion,MSFT,3929160.133405862
35,mean_reversion,DSM,5125635.986102147
35,mean_reversion,SHOP,4249050.762735312
35,contrarian,AAPL,1308185.572281324
35,contrarian,MSFT,7997775.933650141
35,contrarian,DSM,7879432.788760218
35,contrarian,SHOP,1134710.3335801712
35,hft,AAPL,21432.651973055446
35,hft,MSFT,12856.684242863932
35,hft,DSM,8822.390661194988
35,hft,SHOP,12715.01543600503
36,momentum,AAPL,1279988.5757184415
36,momentum,MSFT,1049677.5396040024
36,momentum,DSM,1391575.8301836853
36,momentum,SHOP,6395448.246880432
36,evolving,AAPL,8075976.088577048
36,evolving,MSFT,7416684.561310644
36,evolving,DSM,8177483.696408933
36,evolving,SHOP,6631579.366760952
36,noise,AAPL,1645991.6988072821
36,noise,MSFT,917884.6929648395
36,noise,DSM,1029422.5153654992
36,noise,SHOP,1126738.072029299
36,arbitrage,AAPL,4677667.761350104
36,arbitrage,MSFT,3846225.8488206095
36,arbitrage,DSM,5105880.700377601
36,arbitrage,SHOP,4135059.5993124438
36,risk_averse,AAPL,849341.1537084782
36,risk_averse,MSFT,699785.0264026747
36,risk_averse,DSM,6159526.9431574475
36,risk_averse,SHOP,4365245.966174867
36,mean_reversion,AAPL,4676094.907361752
36,mean_reversion,MSFT,3881215.100140741
36,mean_reversion,DSM,5090418.7467088895
36,mean_reversion,SHOP,4204184.634406262
36,contrarian,AAPL,10622741.266511835
36,contrarian,MSFT,8417636.328705905
36,contrarian,DSM,7825294.751732835
36,contrarian,SHOP,1122728.819993842
36,hft,AAPL,21233.528842712232
36,hft,MSFT,12699.80233101148
36,hft,DSM,8761.773745600905
36,hft,SHOP,13272.00673801384
37,momentum,AAPL,9515904.062731294
37,momentum,MSFT,1057276.9196136172
37,momentum,DSM,1381858.3535562335
37,momentum,SHOP,6392833.774971866
37,evolving,AAPL,6666426.677745491
37,evolving,MSFT,7168729.099024658
37,evolving,DSM,8120379.724805358
37,evolving,SHOP,6628868.363982879
37,noise,AAPL,1294136.3248642718
37,noise,MSFT,797004.0581679957
37,noise,DSM,1015239.3903719814
37,noise,SHOP,1121717.0720157102
37,arbitrage,AAPL,4713731.0840739235
37,arbitrage,MSFT,3874071.4782879436
37,arbitrage,DSM,5070225.958974234
37,arbitrage,SHOP,4133369.178759357
37,risk_averse,AAPL,3884944.9428962828
37,risk_averse,MSFT,704851.279742412
37,risk_averse,DSM,6116514.512352042
37,risk_averse,SHOP,4363461.444979178
37,mean_reversion,AAPL,4712146.103884253
37,mean_reversion,MSFT,3909314.042275065
37,mean_reversion,DSM,5054871.977268054
37,mean_reversion,SHOP,4202465.95540194
37,contrarian,AAPL,1285894.4278779929
37,contrarian,MSFT,8907753.839766962
37,contrarian,DSM,7770650.141497888
37,contrarian,SHOP,1122269.8462288484
37,hft,AAPL,21397.232560523746
37,hft,MSFT,12791.745447177218
37,hft,DSM,15183.381909445003
37,hft,SHOP,16030.452181079487
38,momentum,AAPL,9529995.670361511
38,momentum,MSFT,1068046.8241760996
38,momentum,DSM,1369654.5331993669
38,momentum,SHOP,6317150.920778801
38,evolving,AAPL,6676298.642449833
38,evolving,MSFT,7241753.040811726
38,evolving,DSM,8048664.953797227
38,evolving,SHOP,6550391.166621718
38,noise,AAPL,1296052.7440704494
38,noise,MSFT,805122.704743112
38,noise,DSM,1012529.7956540631
38,noise,SHOP,1115128.7163657541
38,arbitrage,AAPL,4720711.403387046
38,arbitrage,MSFT,3913534.5359933367
38,arbitrage,DSM,5025448.484776013
38,arbitrage,SHOP,4084435.4526696135
38,risk_averse,AAPL,3890697.9558984456
38,risk_averse,MSFT,712031.2161173929
38,risk_averse,DSM,6062496.787505847
38,risk_averse,SHOP,4311803.725110052
38,mean_reversion,AAPL,4719124.076082609
38,mean_reversion,MSFT,3949136.0967992097
38,mean_reversion,DSM,5010230.101073788
38,mean_reversion,SHOP,4152714.2131622504
38,contrarian,AAPL,1287798.642087377
38,contrarian,MSFT,8998492.280132417
38,contrarian,DSM,7702023.991691174
38,contrarian,SHOP,1108983.6279214292
38,hft,AAPL,22381.314992520965
38,hft,MSFT,12658.332730975791
38,hft,DSM,8454.657612341836
38,hft,SHOP,11061.159199807245
39,momentum,AAPL,9554149.970787976
39,momentum,MSFT,1046435.3440791889
39,momentum,DSM,1352699.0955040862
39,momentum,SHOP,6234057.392833243
39,evolving,AAPL,6693220.090131809
39,evolving,MSFT,6721861.405899252
39,evolving,DSM,7949027.684802358
39,evolving,SHOP,6464229.680489013
39,noise,AAPL,1302838.6323801838
39,noise,MSFT,716097.6681766569
39,noise,DSM,994985.3346930218
39,noise,SHOP,1098439.2954817112
39,arbitrage,AAPL,4732676.307192711
39,arbitrage,MSFT,3834345.8039839393
39,arbitrage,DSM,4963236.681281674
39,arbitrage,SHOP,4030710.259827998
39,risk_averse,AAPL,3900559.144774716
39,risk_averse,MSFT,697623.5627194572
39,risk_averse,DSM,5987446.996433124
39,risk_averse,SHOP,4255087.811904651
39,mean_reversion,AAPL,4731084.956719543
39,mean_reversion,MSFT,3869226.9821199067
39,mean_reversion,DSM,4948206.691331632
39,mean_reversion,SHOP,4098090.906097272
39,contrarian,AAPL,1291062.6388787602
39,contrarian,MSFT,9262503.069684511
39,contrarian,DSM,7606677.913718051
39,contrarian,SHOP,1094396.4567055712
39,hft,AAPL,17504.855204814918
39,hft,MSFT,12402.196670568002
39,hft,DSM,12858.991401705609
39,hft,SHOP,11185.18728069949
40,momentum,AAPL,1289310.9710597002
40,momentum,MSFT,1067771.5115710173
40,momentum,DSM,1372042.5351095165
40,momentum,SHOP,6353789.461231134
40,evolving,AAPL,8444835.812787294
40,evolving,MSFT,6858915.98994484
40,evolving,DSM,8062697.855392434
40,evolving,SHOP,6588382.465982157
40,noise,AAPL,1056379.589557355
40,noise,MSFT,730171.1608138187
40,noise,DSM,1010907.3888313075
40,noise,SHOP,1118025.2099961387
40,arbitrage,AAPL,4728586.543262397
40,arbitrage,MSFT,3912525.7362256907
40,arbitrage,DSM,5034210.38808087
40,arbitrage,SHOP,4108124.573830993
40,risk_averse,AAPL,3897188.458705632
40,risk_averse,MSFT,711847.6743806864
40,risk_averse,DSM,6073066.791516279
40,risk_averse,SHOP,4336811.548602963
40,mean_reversion,AAPL,4726996.567962044
40,mean_reversion,MSFT,3948118.1199447243
40,mean_reversion,DSM,5018965.471024092
40,mean_reversion,SHOP,4176799.341029774
40,contrarian,AAPL,8034463.187765192
40,contrarian,MSFT,9451359.761124518
40,contrarian,DSM,7715452.522432547
40,contrarian,SHOP,1115415.568842577
40,hft,AAPL,17489.728303929638
40,hft,MSFT,13050.54069697934
40,hft,DSM,11179.605841633163
40,hft,SHOP,14833.749714936499
41,momentum,AAPL,1307033.4266328025
41,momentum,MSFT,1079530.6463004341
41,momentum,DSM,1353764.3142183414
41,momentum,SHOP,6381483.052606075
41,evolving,AAPL,8560915.820538675
41,evolving,MSFT,6934451.735513428
41,evolving,DSM,7955287.3570961915
41,evolving,SHOP,6617098.553121734
41,noise,AAPL,1066870.6685019813
41,noise,MSFT,737412.724195108
41,noise,DSM,1000281.4099502324
41,noise,SHOP,1121104.9020434374
41,arbitrage,AAPL,4793584.179067717
41,arbitrage,MSFT,3955613.5286663454
41,arbitrage,DSM,4967145.113403641
41,arbitrage,SHOP,4126030.2227290836
41,risk_averse,AAPL,3950757.962781699
41,risk_averse,MSFT,719687.097533631
41,risk_averse,DSM,5992161.970082812
41,risk_averse,SHOP,4355713.951276191
41,mean_reversion,AAPL,4791972.348476233
41,mean_reversion,MSFT,3991597.883543027
41,mean_reversion,DSM,4952103.287690097
41,mean_reversion,SHOP,4195004.315385873
41,contrarian,AAPL,8144902.344877192
41,contrarian,MSFT,9555445.52442022
41,contrarian,DSM,7612667.993621232
41,contrarian,SHOP,1120277.2129315317
41,hft,AAPL,20309.06545267406
41,hft,MSFT,13993.915785376277
41,hft,DSM,7688.044253585732
41,hft,SHOP,17657.367720137856
42,momentum,AAPL,1296697.7326171915
42,momentum,MSFT,1079793.5241535257
42,momentum,DSM,1368642.1278794433
42,momentum,SHOP,6259768.561989005
42,evolving,AAPL,8493218.235601826
42,evolving,MSFT,6315992.269243161
42,evolving,DSM,8042715.635177035
42,evolving,SHOP,6490890.150918494
42,noise,AAPL,1059233.6639358965
42,noise,MSFT,720128.9651206584
42,noise,DSM,1006374.3844012364
42,noise,SHOP,1100533.8892057242
42,arbitrage,AAPL,4755677.7121759225
42,arbitrage,MSFT,3956576.7650464633
42,arbitrage,DSM,5021733.832170003
42,arbitrage,SHOP,4047334.148056447
42,risk_averse,AAPL,3919516.3551830673
42,risk_averse,MSFT,719862.3494356823
42,risk_averse,DSM,6058015.581587846
42,risk_averse,SHOP,4272637.102135831
42,mean_reversion,AAPL,4754078.627538338
42,mean_reversion,MSFT,3992569.8825182444
42,mean_reversion,DSM,5006526.697415783
42,mean_reversion,SHOP,4114992.6928250277
42,contrarian,AAPL,8080494.490641347
42,contrarian,MSFT,10195383.793489045
42,contrarian,DSM,7696330.899108718
42,contrarian,SHOP,1098910.084131271
42,hft,AAPL,21587.642607389087
42,hft,MSFT,13997.323461249287
42,hft,DSM,12503.644131244248
42,hft,SHOP,13937.660222327611
43,momentum,AAPL,1274676.1041108274
43,momentum,MSFT,1073374.851372181
43,momentum,DSM,1370345.500669493
43,momentum,SHOP,1135760.4225591663
43,evolving,AAPL,6904652.931353865
43,evolving,MSFT,6278447.788044704
43,evolving,DSM,7716736.953337891
43,evolving,SHOP,7001164.563706011
43,noise,AAPL,912101.5678304203
43,noise,MSFT,715848.2650756182
43,noise,DSM,931496.5835415026
43,noise,SHOP,1575765.7971026914
43,arbitrage,AAPL,4680107.078550103
43,arbitrage,MSFT,3933057.4800896277
43,arbitrage,DSM,5027983.738258859
43,arbitrage,SHOP,4128155.8195096264
43,risk_averse,AAPL,849784.0694072249
43,risk_averse,MSFT,715583.2342481189
43,risk_averse,DSM,6065555.214259568
43,risk_averse,SHOP,766558.9241576837
43,mean_reversion,AAPL,4678533.404347495
43,mean_reversion,MSFT,3968836.6418020297
43,mean_reversion,DSM,5012757.677140307
43,mean_reversion,SHOP,4197165.44537906
43,contrarian,AAPL,12544858.64091391
43,contrarian,MSFT,10134778.843573257
43,contrarian,DSM,8118028.253040062
43,contrarian,SHOP,9127075.098239802
43,hft,AAPL,21244.601735180426
43,hft,MSFT,13914.118443713307
43,hft,DSM,12519.20580858528
43,hft,SHOP,13939.944425625972
44,momentum,AAPL,10427400.106195409
44,momentum,MSFT,1073874.3046290015
44,momentum,DSM,1364523.5344276964
44,momentum,SHOP,1138447.7448051602
44,evolving,AAPL,7168480.687547925
44,evolving,MSFT,6281369.219631951
